UCP,Variable,FECHA,TIPO_DIA,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,Total,PO19,PO20,PO21
MC-Cali,Demanda_Real,2021-07-02,VIERNES,388.97466,371.18771,364.62576,356.50718,361.72327,365.80958,390.99249,445.26863,496.58479,529.8368,554.82371,577.56274,582.53122,574.24154,578.76297,593.27096,571.98109,536.75997,534.81675,551.87265,532.5748,503.0927,460.2981,431.07693,11655.177,532.0,549.0,529.0
MC-Cali,Demanda_Real,2021-07-03,SAALF,403.2002,380.66928,371.09015,361.63262,365.75339,354.40588,366.83447,411.69862,459.22856,494.77184,518.98956,533.39075,540.08704,524.0391,510.1544,502.41379,491.19796,484.51486,510.09177,520.97165,486.58929,455.71862,427.95309,397.04197,10872.43886,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-04,DOALF,362.13622,330.51501,329.26868,318.33474,317.07677,320.50263,307.17954,330.309,357.66242,379.53975,401.31375,413.40468,425.93612,430.07688,424.16759,418.3494,415.17756,413.43477,442.38106,466.17012,452.47269,434.37807,416.25363,390.89186,9296.93294,440.0,464.0,450.0
MC-Cali,Demanda_Real,2021-07-05,LF,365.49654,349.71749,339.36099,329.97783,331.56152,322.79883,320.50127,347.95793,378.74469,400.78391,423.29471,443.99788,459.68011,454.23896,439.06063,435.91482,432.34265,431.48768,462.25614,488.1993,472.23106,456.75927,427.93987,392.58341,9706.88749,459.0,486.0,470.0
MC-Cali,Demanda_Real,2021-07-06,MADLF,366.62418,344.98838,337.85326,335.48896,341.1988,357.34928,370.68803,426.58829,484.02507,516.21318,550.46934,574.8497,580.89786,586.06854,599.09336,605.66734,594.71938,553.16731,550.74821,561.26826,544.35695,516.61826,480.38508,436.34404,11615.67106,547.0,556.0,541.0
MC-Cali,Demanda_Real,2021-07-07,MIERCOLES,410.7196,388.45729,377.82979,371.90831,375.97231,384.61298,401.8135,456.53244,510.70424,537.18624,569.546,591.35419,594.07766,589.14661,597.13546,598.54081,600.78907,557.47686,549.90926,559.64238,536.8715,512.8285,480.64775,444.20539,11997.90814,547.0,557.0,534.0
MC-Cali,Demanda_Real,2021-07-08,JUEVES,403.99746,388.41694,368.41626,362.19149,358.24649,367.08177,379.20481,433.60946,486.68082,517.7741,545.24516,573.85261,581.65565,579.09858,581.5114,584.27376,574.61068,533.65179,534.68624,544.52885,524.45907,495.09259,453.08983,417.71638,11589.09219,532.0,542.0,522.0
MC-Cali,Demanda_Real,2021-07-09,VIERNES,389.07286,368.56969,357.24106,353.2877,356.80925,368.89944,380.1685,434.25006,488.95452,520.32553,547.85799,574.50365,582.66841,575.87551,563.0904,537.55025,525.75584,500.82627,516.03585,526.87983,506.04306,475.78918,436.83442,401.21729,11288.50656,512.0,524.0,503.0
MC-Cali,Demanda_Real,2021-07-10,SABADO,372.53843,358.24412,348.73896,350.9341,350.34377,361.03623,369.91392,413.78715,458.54718,492.49285,497.20817,515.61181,534.18628,521.10774,509.57032,497.33523,491.90697,485.98075,502.83451,521.71324,500.16981,460.36936,428.335,399.29493,10742.20083,498.0,515.0,497.0
MC-Cali,Demanda_Real,2021-07-11,DOMINGO,360.28796,344.35975,337.39276,323.89189,323.81337,321.44402,311.92709,334.89991,354.51988,386.55944,408.61075,427.72006,443.62376,437.2911,436.83772,426.57607,423.08847,420.14943,446.6333,473.99562,467.54181,453.10375,433.41251,400.86799,9498.54841,444.0,471.0,465.0
MC-Cali,Demanda_Real,2021-07-12,LUNES,377.07909,364.01446,358.51588,346.09618,352.17798,370.4989,387.95093,441.0316,506.63939,537.94671,563.61323,583.62175,586.65422,584.63114,592.42017,594.05433,579.3425,539.91391,541.72972,557.49439,528.75378,492.66822,453.14871,410.08682,11650.08401,535.0,552.0,524.0
MC-Cali,Demanda_Real,2021-07-13,MARTES,380.88357,370.387,358.49431,355.50646,361.96576,377.84769,391.73966,448.93594,499.84887,537.9352,571.28155,596.94994,598.9656,591.59146,587.47865,579.13108,568.61323,534.48516,538.91016,555.18944,537.07558,506.10176,450.14806,413.27093,11712.73706,535.0,551.0,533.0
MC-Cali,Demanda_Real,2021-07-14,MIERCOLES,395.56132,376.23401,368.16372,363.18678,369.90904,370.42474,393.00698,446.91476,497.77019,534.53722,568.40238,589.75628,597.07804,597.0433,606.28289,609.77938,595.28096,555.01134,557.40134,562.05849,546.99793,516.2152,466.1082,436.83809,11919.96258,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-15,JUEVES,409.58484,389.95287,380.17269,370.92864,378.90694,389.93182,407.06091,461.43073,517.30715,548.53701,577.99608,607.31737,617.4381,604.86103,614.30323,614.40675,603.95425,565.85223,563.74939,578.75013,556.00314,524.52192,484.64659,450.67681,12218.29062,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-16,VIERNES,417.01762,395.35448,383.60068,377.98962,379.94285,377.64085,388.25488,462.46682,520.2017,548.72717,582.42607,585.04486,583.42439,589.88853,592.16226,603.27366,585.95046,551.84479,554.37248,562.48991,539.68389,510.30886,475.50448,434.62729,12002.1986,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-17,SABADO,405.66229,391.69929,374.52951,370.82622,372.13881,371.93574,363.89855,402.52957,452.72194,509.50484,534.90351,548.69935,550.64026,534.93141,518.61588,515.59816,514.76522,495.3332,518.87818,529.66376,509.28886,481.22692,455.47185,422.82148,11146.2848,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-18,DOMINGO,397.10901,377.49943,365.43192,353.07622,335.60396,326.0677,317.46654,330.59507,354.81971,381.27458,406.42168,430.02035,438.36287,438.76583,417.2361,418.90469,429.80435,425.54828,462.39675,482.87501,476.29276,465.14226,443.66192,407.72288,9682.09987,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-19,LUNES,381.10598,369.10924,358.82451,356.39657,356.39753,369.75361,385.58895,439.4396,493.43947,529.71899,568.51517,591.80847,596.0969,593.44139,600.1964,602.3386,588.53886,550.29833,544.22033,554.84548,535.32198,502.29905,466.05543,429.23543,11762.98627,542.0,552.0,533.0
MC-Cali,Demanda_Real,2021-07-20,20--JUL,393.92493,377.68697,368.61059,357.96531,348.49976,342.02821,322.7668,352.70268,383.72529,410.54035,442.19758,462.43323,477.60878,479.10911,478.12326,467.1161,465.20376,459.92191,481.40437,504.78726,495.99043,475.59378,455.21736,423.76104,10226.91886,479.0,502.0,494.0
MC-Cali,Demanda_Real,2021-07-21,MIERCOLES,397.39308,378.59218,369.93668,367.17002,365.2278,380.75792,397.98364,455.05685,510.3341,549.61041,580.42921,602.14007,606.72155,607.29123,611.04007,612.81636,601.70368,566.00409,566.83786,573.78416,552.06034,524.31241,486.07072,447.78447,12111.0589,555.0,562.0,541.0
MC-Cali,Demanda_Real,2021-07-22,JUEVES,419.94425,400.00667,389.2649,380.00985,384.37618,397.87968,401.25802,464.14249,522.16181,559.76536,589.35231,615.13021,619.12703,619.84645,628.40044,629.26522,608.41971,560.32805,570.6775,563.38707,553.43974,530.23118,476.69316,435.72183,12318.82911,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-23,VIERNES,420.62537,400.47832,393.66113,384.70025,382.36439,382.82848,394.41324,446.78098,502.21391,537.39028,574.04368,593.1686,586.52443,584.30475,589.92969,603.87399,595.08788,553.98714,553.24979,563.52062,546.12488,515.00803,482.26217,449.61826,12036.16026,551.0,561.0,544.0
MC-Cali,Demanda_Real,2021-07-24,SABADO,416.79094,396.62424,386.12387,378.27696,379.41144,386.01297,391.38897,433.46902,475.32687,503.61404,535.08115,550.98135,551.46765,488.7357,472.40488,488.35574,479.20166,473.18532,503.33274,508.57752,488.20913,453.4065,424.16499,398.39575,10962.5394,501.0,506.0,485.0
MC-Cali,Demanda_Real,2021-07-25,DOMINGO,374.30837,354.26446,342.39735,328.66498,333.4217,331.84385,322.03179,335.79025,351.29645,373.54701,395.11444,412.70388,435.04657,423.70089,407.53392,411.90584,409.07432,411.97588,441.42244,465.05093,453.69051,440.14628,414.66607,382.11514,9351.71332,430.0,454.0,443.0
MC-Cali,Demanda_Real,2021-07-26,LUNES,359.78018,347.04325,340.75156,337.52423,340.2174,361.65864,372.66861,426.91814,483.14622,504.44116,522.25297,554.31842,571.9493,571.53644,562.20193,570.75198,558.7214,525.48734,532.47,546.58149,530.51505,497.0906,454.81177,417.43585,11290.27393,530.0,544.0,527.0
MC-Cali,Demanda_Real,2021-07-27,MARTES,382.55617,369.90858,360.20947,358.11389,361.48097,375.11198,386.39304,444.32534,489.28026,522.68262,551.61593,571.74067,573.08278,571.35324,576.47613,571.94816,554.13543,523.74814,532.1049,546.46663,525.43931,494.63744,451.39241,413.84662,11508.05011,519.0,536.0,515.0
MC-Cali,Demanda_Real,2021-07-28,MIERCOLES,386.14142,367.99485,359.14237,354.27541,361.6253,371.11755,385.03135,437.16755,485.61408,508.04315,544.31953,568.29592,577.00722,576.70265,583.77651,588.17219,581.73641,545.25139,544.73406,562.99601,539.34923,509.44212,467.5989,430.39747,11635.93264,531.0,546.0,522.0
MC-Cali,Demanda_Real,2021-07-29,JUEVES,400.61624,380.57044,374.57882,365.23363,365.14057,386.07109,396.81984,450.49166,508.83075,539.30952,574.09763,596.22938,603.88719,604.33549,606.10649,609.71199,596.50993,559.87476,560.0143,559.5842,540.38519,507.68652,476.23471,428.89602,11991.21636,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-07-30,VIERNES,401.859,382.98564,371.2432,365.61086,368.70874,380.20059,393.53962,449.95806,503.6796,526.5038,562.80285,584.99772,589.93936,580.0121,587.89645,591.41033,583.03318,548.77951,548.34019,554.96969,536.56413,506.65695,466.94115,429.30387,11815.93659,545.0,552.0,534.0
MC-Cali,Demanda_Real,2021-07-31,SABADO,404.09197,387.92762,375.90442,367.4093,366.07589,372.22669,374.97398,412.5876,464.76142,501.17551,528.94111,551.64943,549.76978,536.8013,530.10616,525.44408,506.58834,503.36282,523.08418,518.57358,509.02362,482.50724,453.68325,423.56179,11170.23108,512.0,508.0,499.0
MC-Cali,Demanda_Real,2021-06-01,MARTES,345.30001,328.40772,325.05283,325.17332,325.21317,331.85667,342.20995,400.44314,444.11776,474.87124,503.16358,528.54956,535.839,533.7727,530.38738,522.4613,498.10007,461.31304,466.72621,477.01441,460.60321,437.36769,404.1776,366.22677,10368.34833,463.0,473.0,457.0
MC-Cali,Demanda_Real,2021-06-02,MIERCOLES,339.0152,323.93993,314.57621,311.25213,313.10917,321.984,339.94971,395.84281,442.33136,474.68028,508.76845,530.02274,549.16187,552.05285,545.80054,530.87618,510.17265,473.03931,501.15987,515.7423,500.81527,477.33124,443.26825,403.44006,10618.33238,496.0,512.0,497.0
MC-Cali,Demanda_Real,2021-06-03,JUEVES,369.1924,351.08999,340.07945,340.34605,342.95337,351.53095,361.83855,424.07551,478.39999,513.759,541.00121,567.29136,573.36111,565.55728,570.31827,565.33786,533.78169,498.55646,512.63609,521.64238,503.37815,484.49801,451.20088,403.41048,11165.23649,508.0,516.0,498.0
MC-Cali,Demanda_Real,2021-06-04,VIERNES,372.18405,353.29735,348.16495,340.13293,344.98673,359.28762,369.96883,422.82351,458.36854,486.42675,523.17654,554.39359,565.53045,564.39495,559.94674,561.65793,541.31677,508.35266,522.07931,521.55994,496.74504,458.62053,442.32793,403.63284,11079.37648,517.0,517.0,493.0
MC-Cali,Demanda_Real,2021-06-05,SAALF,373.42319,358.13058,348.68891,341.75499,343.55481,346.32272,344.44304,389.90049,433.72873,470.29084,497.94856,518.30425,517.89766,501.06321,484.95178,484.428,474.14555,462.06061,487.96269,493.09742,475.59598,449.11607,423.0336,394.68549,10414.52917,484.0,489.0,472.0
MC-Cali,Demanda_Real,2021-06-06,DOALF,361.41708,345.14418,336.91306,328.06824,320.01356,316.84863,297.29092,315.87863,336.13276,366.29614,393.88882,415.12204,430.24808,426.41417,415.6534,411.32101,402.34506,398.81659,428.90962,443.35997,427.7634,415.20213,386.47914,362.4094,9081.93603,426.0,441.0,425.0
MC-Cali,Demanda_Real,2021-06-07,LF,339.88806,327.90944,311.48051,299.56394,313.65255,312.43527,305.49022,329.00222,359.95802,378.42139,402.63722,398.87168,418.92285,424.97277,404.4472,397.80219,392.27436,395.26724,427.91064,445.1147,434.87184,419.53072,382.91085,357.33791,8980.67379,442.0,459.0,448.0
MC-Cali,Demanda_Real,2021-06-08,MADLF,343.27849,324.45461,317.12816,315.02561,319.04733,331.01431,349.71114,380.60467,433.28517,469.12037,491.78707,516.42201,527.82815,517.15505,517.39214,498.87684,483.86397,464.03497,479.82281,480.36141,470.22992,445.35937,404.67971,374.72903,10255.21231,502.0,502.0,491.0
MC-Cali,Demanda_Real,2021-06-09,MIERCOLES,337.58859,319.49181,310.92534,307.26051,311.59001,319.92642,334.07816,384.43069,424.70396,451.36,475.3461,493.43387,496.24719,493.00596,490.07725,481.22488,461.01994,442.60369,452.20961,457.17452,439.51175,411.38462,375.06849,341.06187,9810.72523,473.0,481.0,461.0
MC-Cali,Demanda_Real,2021-06-10,JUEVES,315.59577,305.49791,297.22413,292.61783,296.67668,315.8884,330.40829,372.44649,412.33647,439.3041,463.89425,480.55921,484.45822,486.21618,483.96581,478.09617,460.76805,438.4434,452.61549,468.01662,451.75293,425.43485,388.8701,355.48705,9696.5744,477.0,493.0,475.0
MC-Cali,Demanda_Real,2021-06-11,VIERNES,329.67521,316.94017,310.19786,306.70988,310.45739,319.44233,336.3549,383.2491,427.72114,459.88707,490.43661,515.97178,524.48617,514.13457,523.6129,520.96051,506.89627,479.92822,489.6604,496.55864,474.43008,452.94568,414.04653,384.72167,10289.42508,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-06-12,SAALF,359.50962,342.87353,332.78002,328.2961,331.6465,334.4406,343.77005,373.76809,406.29168,430.81576,457.88656,474.98462,479.08063,470.2034,465.2086,456.23796,446.31061,437.46501,459.60963,465.10821,455.36873,437.87892,398.37592,374.63772,9862.54847,488.0,493.0,482.0
MC-Cali,Demanda_Real,2021-06-13,DOALF,345.64918,323.88385,311.34171,305.88053,303.58901,302.86037,287.42221,307.12008,321.1662,336.7077,354.7809,366.634,375.49207,356.31095,352.72501,353.2563,341.94487,345.2493,379.75927,390.99929,385.21904,372.39533,352.3898,330.51655,8203.29352,424.0,436.0,430.0
MC-Cali,Demanda_Real,2021-06-14,LF,309.2977,293.00859,283.9545,279.24423,284.14236,281.09109,267.3431,291.9591,317.83223,342.61341,364.93061,380.36905,391.93601,389.49869,381.84065,379.43213,357.02598,365.88069,399.15752,418.21908,405.87568,387.35967,351.9825,332.28885,8256.28342,446.0,467.0,454.0
MC-Cali,Demanda_Real,2021-06-15,MADLF,310.18787,295.78555,284.58388,282.3862,290.78203,301.93727,315.87054,351.52856,399.54861,425.05815,441.54599,460.91683,464.43617,466.43947,462.03095,456.16415,446.19449,424.43112,438.82796,449.82922,436.7851,416.48707,384.14919,347.36621,9353.27258,494.0,506.0,491.0
MC-Cali,Demanda_Real,2021-06-16,MIERCOLES,326.91171,312.27108,305.35223,302.69847,310.14127,314.30326,317.33865,354.5179,396.5133,430.35064,463.83509,479.74414,484.25984,489.5823,491.33108,483.78546,469.17629,447.39864,457.21972,473.8376,455.71011,431.11905,394.63929,357.40904,9749.44616,507.0,525.0,505.0
MC-Cali,Demanda_Real,2021-06-17,JUEVES,331.64196,316.6908,306.35928,306.88963,311.12036,323.89011,331.30793,373.14928,412.38877,439.73168,468.16304,490.61948,495.3683,493.85245,477.72144,477.75424,473.03896,457.53753,470.48831,476.70806,458.83163,425.53229,388.95958,356.61597,9864.36108,531.0,537.0,516.0
MC-Cali,Demanda_Real,2021-06-18,VIERNES,325.8561,313.98575,300.93326,302.12125,304.68482,317.64328,332.33847,363.21221,402.88407,428.66782,464.11799,484.03472,489.32779,485.48802,493.55599,489.34965,467.33167,435.4701,464.83885,466.59012,457.22145,427.66219,396.85252,367.87794,9782.04603,526.0,531.0,518.0
MC-Cali,Demanda_Real,2021-06-19,SABADO,345.24138,323.8667,316.72127,307.99376,310.67506,313.66865,315.88248,344.48089,382.94284,414.59215,445.41431,463.79827,461.8085,449.97019,443.36912,437.58991,431.58965,419.46124,441.77204,453.17571,436.01324,405.96687,378.79016,355.07272,9399.85711,506.0,518.0,495.0
MC-Cali,Demanda_Real,2021-06-20,DOMINGO,328.83362,313.80931,295.43309,295.81138,290.292,287.54274,272.38451,290.86273,311.02414,339.0104,353.77083,371.19838,372.15889,377.23878,369.25067,364.47176,364.41202,361.12761,392.77293,401.98031,393.62392,378.44616,361.12788,333.43199,8220.01605,448.0,460.0,447.0
MC-Cali,Demanda_Real,2021-06-21,LUNES,309.43634,293.72457,287.78001,292.75956,302.36933,312.6706,324.14463,371.05832,408.71464,445.29446,469.67756,484.40826,489.98539,480.02569,472.81745,481.94882,478.64352,452.98399,455.87851,465.46401,453.34805,423.80759,389.19161,355.48448,9701.61739,527.0,537.0,522.0
MC-Cali,Demanda_Real,2021-06-22,MARTES,330.04252,317.70581,308.59544,302.24433,308.20792,316.97231,331.42535,364.92339,409.90782,437.61465,465.75802,487.84954,495.39127,492.30067,490.84734,486.96066,473.42834,452.19283,458.48862,474.65848,457.59054,425.87954,392.26643,356.49449,9837.74631,531.0,548.0,527.0
MC-Cali,Demanda_Real,2021-06-23,MIERCOLES,328.2152,315.0996,311.22577,305.9345,305.61684,318.14352,329.15837,372.65335,419.7562,441.74533,471.79328,489.85689,490.21472,490.50538,482.42516,484.36296,474.09098,457.76957,460.33189,470.31747,449.19251,422.79191,388.00643,354.23941,9833.44724,537.0,547.0,522.0
MC-Cali,Demanda_Real,2021-06-24,JUEVES,331.1704,316.41547,305.92804,291.09241,287.35147,298.98433,308.31927,353.31135,395.12799,419.1096,443.45137,465.47968,474.39819,477.1922,506.44662,505.77622,477.80852,447.97061,454.35161,464.22018,448.45198,421.04071,384.62983,352.49796,9630.52601,528.0,539.0,520.0
MC-Cali,Demanda_Real,2021-06-25,VIERNES,327.50304,312.02937,305.65363,302.16182,307.06919,317.38943,324.93008,373.94981,419.62781,450.86329,468.74209,469.66602,466.00534,446.90151,452.50118,464.31272,458.51777,444.41262,454.98831,462.04604,443.48169,417.48528,388.58523,357.18523,9636.0085,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-06-26,SABADO,331.88946,319.00776,308.54527,293.27495,306.76795,310.05303,310.57892,349.25909,385.30364,411.49206,436.72865,448.19852,460.08749,443.3535,428.7959,424.77547,417.03876,410.46203,427.87049,436.16589,420.99658,396.99842,369.97771,345.51921,9193.14075,497.0,507.0,489.0
MC-Cali,Demanda_Real,2021-06-27,DOMINGO,320.99196,304.81151,296.71346,288.17261,285.43042,282.54162,256.0793,286.92446,314.07274,335.83666,356.39539,370.00806,381.66483,382.06434,369.4352,368.10453,359.52084,356.35173,378.79042,402.32419,379.41807,370.79187,358.20897,332.68984,8137.34302,439.0,466.0,442.0
MC-Cali,Demanda_Real,2021-06-28,LUNES,311.26078,298.37694,292.59974,291.1196,296.00662,307.37591,321.57718,358.23642,401.44809,427.42321,445.25027,476.95074,480.64432,482.58432,483.61533,484.84677,477.0534,448.84344,457.61319,467.52904,448.78441,423.09859,386.92374,353.26197,9622.42402,536.0,546.0,524.0
MC-Cali,Demanda_Real,2021-06-29,MARTES,328.77968,311.70968,301.79853,298.74673,308.13254,303.99682,319.4992,354.5202,412.02509,445.24918,473.03971,486.33124,498.01635,495.52112,497.04883,501.03459,488.10945,461.54968,463.33514,468.22762,452.02865,424.34643,389.93951,359.41731,9842.40328,537.0,544.0,526.0
MC-Cali,Demanda_Real,2021-06-30,MIERCOLES,334.33889,313.12595,310.05704,305.65389,311.03762,321.90719,329.01783,367.39091,406.92756,439.28863,469.35679,488.9991,490.04787,485.76552,484.27054,483.3594,475.28315,450.66288,460.70418,468.67231,450.86538,420.53106,387.81959,355.42086,9810.50414,538.0,546.0,524.0
MC-Cali,Demanda_Real,2021-05-01,1--MAY,274.12767,258.75548,249.36919,244.35098,243.45859,240.74127,229.85331,249.96401,274.79933,294.46843,311.87286,331.15471,348.48748,351.33652,342.40971,335.05573,330.16798,329.04368,370.79418,389.17349,379.59761,363.45647,339.06312,311.12597,7392.62777,368.0,387.0,377.0
MC-Cali,Demanda_Real,2021-05-02,DOMINGO,290.57616,272.78717,262.83356,257.59716,254.5204,255.3927,234.86776,250.13875,271.07013,292.35437,307.58209,336.06047,346.7361,359.04381,351.75537,340.33708,332.28995,330.66308,372.22133,389.86396,379.729,362.89599,335.52742,304.92165,7491.76546,370.0,387.0,377.0
MC-Cali,Demanda_Real,2021-05-03,LUNES,281.23727,266.44891,259.26752,256.85855,256.78451,263.24178,263.45956,297.32173,330.47029,352.22637,368.16699,386.27888,396.66107,390.98821,375.72564,366.94989,353.13129,347.02626,384.40909,400.08043,389.74988,367.10932,335.55827,303.6959,7992.84761,381.0,397.0,386.0
MC-Cali,Demanda_Real,2021-05-04,MARTES,278.29797,263.48469,254.58325,251.70929,253.19608,259.17463,263.67242,296.71059,327.34713,348.17648,367.4383,388.52914,404.35757,399.40798,386.13947,377.43854,364.2132,349.83382,378.70327,401.59583,391.83283,372.87839,341.94798,308.54926,8029.21811,376.0,399.0,389.0
MC-Cali,Demanda_Real,2021-05-05,MIERCOLES,281.72146,267.30711,259.13767,253.83561,254.82438,260.72876,264.62858,298.28041,327.44967,345.4542,363.18895,387.36632,403.07993,398.5752,386.90233,371.37513,355.47939,347.76143,383.7993,400.96636,391.20676,372.4174,344.03801,312.16415,8031.68851,381.0,398.0,389.0
MC-Cali,Demanda_Real,2021-05-06,JUEVES,287.93525,272.21345,263.08984,258.32784,259.02553,264.57475,269.05885,304.02142,340.41631,367.81143,395.18298,417.38684,425.43297,414.87703,400.1334,382.85563,369.90947,361.34795,390.17454,400.81236,388.34107,370.50496,342.04727,308.24274,8253.72388,387.0,398.0,385.0
MC-Cali,Demanda_Real,2021-05-07,VIERNES,283.02403,267.29534,259.41895,254.67175,255.21914,262.53608,266.05132,304.09047,338.5186,362.29449,384.61696,409.74331,422.22491,418.05912,405.04344,391.28693,376.47726,361.33775,392.09368,409.03398,398.78892,382.84795,357.69031,324.65609,8287.02078,388.0,406.0,396.0
MC-Cali,Demanda_Real,2021-05-08,SABADO,295.13714,277.67042,267.54298,261.55523,260.1382,261.91079,259.70368,287.71496,322.57061,355.88622,380.82438,399.90552,411.75346,402.91958,387.57213,375.47266,362.38205,353.38078,389.53511,403.04526,391.67808,373.67376,350.66348,323.59773,8156.23421,387.0,401.0,389.0
MC-Cali,Demanda_Real,2021-05-09,DOMINGO,296.78921,280.8144,269.46642,262.21887,258.80822,257.63593,243.28065,259.47094,282.15936,306.44057,326.71162,346.46549,364.05363,368.4194,363.29013,357.33994,348.70038,342.02249,377.95463,392.06926,384.88694,370.27694,344.62639,315.05149,7718.9533,373.0,387.0,381.0
MC-Cali,Demanda_Real,2021-05-10,LUNES,291.22378,275.10357,265.92239,261.80404,260.70605,265.50155,271.89951,310.24164,345.5877,370.95025,395.17783,418.5918,429.39154,420.44586,404.54734,393.80866,378.05462,367.79386,407.30275,420.7002,408.13799,390.8809,361.05741,327.19101,8442.02225,405.0,418.0,405.0
MC-Cali,Demanda_Real,2021-05-11,MARTES,299.73866,284.59272,275.87066,270.55996,271.33378,275.0883,288.37554,332.88399,378.47254,411.15597,436.22463,459.69778,473.62705,463.57103,449.00445,435.04805,410.06984,386.28426,418.62834,431.69958,417.29786,395.98427,365.61629,329.7313,8960.55685,416.0,429.0,415.0
MC-Cali,Demanda_Real,2021-05-12,MIERCOLES,303.46497,288.1272,279.23319,274.07382,274.94646,280.59102,293.88561,339.91588,385.18544,418.3553,441.44159,462.26317,471.32113,463.04003,445.73515,428.82407,404.74667,382.08204,412.98415,431.95423,419.72147,400.60971,371.86681,337.82259,9012.1917,410.0,429.0,417.0
MC-Cali,Demanda_Real,2021-05-13,JUEVES,308.18487,293.19054,283.29439,278.05685,280.10705,288.79395,306.44858,357.8941,406.90885,444.47879,475.01352,502.05126,510.48134,505.05848,496.46782,481.99233,456.38653,420.70217,445.38722,460.92603,446.93671,424.27573,391.99596,358.08353,9623.1166,442.0,458.0,444.0
MC-Cali,Demanda_Real,2021-05-14,VIERNES,331.96516,315.02597,305.41019,301.39809,301.45955,311.51168,326.11444,378.97231,429.24242,462.06042,492.3773,514.3769,520.30417,513.16763,502.02763,491.56074,466.55062,437.82982,459.52449,478.98653,470.55752,450.50947,423.53136,384.58303,10069.04744,457.0,476.0,468.0
MC-Cali,Demanda_Real,2021-05-15,SAALF,364.88988,344.06225,332.42982,328.00469,327.69446,324.79988,328.88212,376.74226,424.22937,458.68084,481.73693,507.45616,514.63129,493.2162,478.87212,460.72558,452.35807,452.48657,478.25242,469.24133,447.79823,423.79091,397.85547,369.82624,10038.66309,474.0,466.0,445.0
MC-Cali,Demanda_Real,2021-05-16,DOALF,346.04102,327.46485,314.378,309.64469,309.04312,304.71965,295.46198,318.67203,346.64581,371.22451,393.01842,414.27615,434.62134,422.65523,407.9473,401.49418,392.9325,384.15848,417.32719,434.08542,424.98604,408.59404,379.66682,363.54922,8922.60799,414.0,431.0,422.0
MC-Cali,Demanda_Real,2021-05-17,LF,336.93447,323.31649,313.60141,301.54943,302.65625,298.42121,279.51662,313.14979,341.76015,365.32971,386.6804,406.3371,423.494,416.17138,405.55727,392.18775,394.9543,388.07327,429.88721,444.34692,433.82904,407.69699,384.21128,354.43391,8844.09635,427.0,442.0,431.0
MC-Cali,Demanda_Real,2021-05-18,MADLF,329.42821,321.07309,311.85121,306.45793,309.0048,304.06102,331.70092,380.17065,430.00996,460.65906,489.92226,515.57809,525.10409,516.79788,500.25993,474.39318,456.70763,430.9343,457.78388,471.32594,457.27451,428.49162,392.90984,358.89026,9960.79026,456.0,470.0,455.0
MC-Cali,Demanda_Real,2021-05-19,MIERCOLES,334.84719,317.69356,312.05541,304.23131,308.7615,311.35056,323.02484,369.41689,415.37052,442.92907,453.32808,493.99697,501.79489,494.34473,487.15097,478.61442,458.77603,433.89928,464.76244,475.13807,462.40033,441.20015,408.77959,371.41816,9865.28496,462.0,472.0,459.0
MC-Cali,Demanda_Real,2021-05-20,JUEVES,341.47332,327.76128,320.73388,315.64289,319.8058,324.11868,342.67737,394.53623,450.30044,489.43956,519.36916,538.34328,545.2233,538.88705,539.19077,538.0657,507.61978,472.64495,487.86802,500.61599,483.31987,461.78548,428.32656,391.76845,10579.51781,0.0,0.0,0.0
MC-Cali,Demanda_Real,2021-05-21,VIERNES,363.16293,349.08299,333.47097,333.31953,334.73024,338.67371,355.28781,408.81613,467.15141,507.31318,534.05607,566.92899,563.05863,554.81532,551.1765,543.29997,510.99057,479.65187,495.82529,499.37946,480.91494,460.21285,431.16754,400.70813,10863.19503,493.0,496.0,478.0
MC-Cali,Demanda_Real,2021-05-22,SABADO,368.05336,347.40307,335.82254,333.96909,331.57254,337.52682,342.08797,377.06986,429.62498,467.60405,492.48262,510.34669,514.9734,494.31835,480.09993,463.15151,453.03776,441.4692,469.85052,476.82352,457.78797,432.93744,404.97462,378.40888,10141.39669,467.0,474.0,455.0
MC-Cali,Demanda_Real,2021-05-23,DOMINGO,346.94223,338.58056,321.34471,316.54768,311.60717,307.56502,301.69687,323.9684,342.87706,370.09346,399.51361,413.15508,433.30008,433.1057,422.0881,411.33776,400.26727,400.57638,436.43757,448.09358,440.22109,425.80107,396.4054,370.23805,9111.7639,437.0,449.0,439.0
